COMMUN,MUNPOP50,MUNPOP60,MUNPOP70,MUNPOP80,MUNPOP90,MUNPOP00,COMPOP50,COMPOP60,COMPOP70,COMPOP80,COMPOP90,COMPOP00,POLCAT,METROCAT,CATTLE,PIGS,GRAINCAP,EJIDO,DTAWARD1,DTAWARDL,AWARDSZ,NAGRINST,HCTCORN,HCTWHEAT,HCTBEANS,HCTSORG,HCTPOTAT,HCTFORGE,HCTSUGAR,HCTOTHER,DISCORN,DISWHEAT,DISBEAN,DISSORG,DISPOTAT,DISFORGE,DISSUGAR,DISOTHER,HCTIRLND,HCTRNLND,HCTPASTR,HCTWOODS,HCTORCH,HCTPRIV,HCTEJIDO,HCTCMNL,PRCIRLND,PRCRNLND,PRCPASTR,PRCORCH,IRRIGATE,DAM,WELLSPRG,RESVOIR,HCTIRDAM,HCTIRWEL,HCTIRRES,FUNDDAM,FUNDWELL,FUNDRES,FACTORY,DURFACT,NDURFACT,MANUFPCS,MANPRDCT,LFPF50,LFPF60,LFPF70,LFPF80,LFPF90,LFPF00,AGRIF50,AGRIF60,AGRIF70,AGRIF80,AGRIF90,AGRIF00,MANUF50,MANUF60,MANUF70,MANUF80,MANUF90,MANUF00,SERVF50,SERVF60,SERVF70,SERVF80,SERVF90,SERVF00,LFPM50,LFPM60,LFPM70,LFPM80,LFPM90,LFPM00,AGRIM50,AGRIM60,AGRIM70,AGRIM80,AGRIM90,AGRIM00,MANUM50,MANUM60,MANUM70,MANUM80,MANUM90,MANUM00,SERVM50,SERVM60,SERVM70,SERVM80,SERVM90,SERVM00,SELF50,SELF60,SELF70,SELF80,SELF90,SELF00,OWNER50,OWNER60,OWNER70,OWNER80,OWNER90,OWNER00,LTMIN70,LTMIN80,LTMIN90,LTMIN00,MINX270,MINX280,MINX290,MINX200,DEATHS,CRIMES,ED6YR50,ED6YR60,ED6YR70,ED6YR80,ED6YR90,ED6YR00,CANTREAD,DIRTFLR,RUNWATER,ELECTRIC,NOPLMBNG,HSGINVST,CATHCHCH,PROTCHCH,PRIMSCH,SECONSCH,ACADEMY,PREPSCH,NORMSCH,UNIVERS,YRPRIM,YRSECON,YRPREP,DOCTROFF,GOVCLNCS,HOSPITAL,POSTOFFS,HOTELS,BANKS,YRBANK1,CAMBIOS,YRELEC,PCNTELEC,YRWATER,YRLIGHT,YRTELE,YRPOST,YRTGRAPH,MAJPAVED,MAJCOBB,YRPAVE,KMTOPAVE,MINTOHW,PAVETOHW,YRPAVEHW,TAXIS,TRAINSTN,PLAZA,MARKET,IMSSHOSP,PHARMACY,LENDERS,LENDRATE,VIDEO,SATDISH,BASEBALL,SOCCER,BASKETBL,BBLEAGUE,SCLEAGUE,BKLEAGUE,PARISH,PSMONTH,PSDAY,OSMONTH,OSDAY,SDCHANGE,SDRETURN,SDMASS,CPELEC,CPWATER,CPLIGHT,CPTELE,CPTGRAPH,CPPLAZA,MFELEC,MFWATER,MFLIGHT,MFPLAZA,MFMARKET,MFSPORTS,MFCHURCH,MFSCHOOL,MXWEIGHT,USWEIGHT,MUNPOP10,COMPOP10,LFPM10,LFPF10,AGRIM10,MANUM10,SERVM10,AGRIF10,MANUF10,SERVF10,SELF10,OWNER10,LTMIN10,MINX210,ED6YR10,horate90,horate91,horate92,horate93,horate94,horate95,horate96,horate97,horate98,horate99,horate00,horate01,horate02,horate03,horate04,horate05,horate06,horate07,horate08,horate09,horate10,horate11,horate12,horate13,horate14,horate15
136,19000,21000,29000,38000,45000,52000,1000,500,1000,1000,3000,2000,3,3,6121,1193,9999,1,1927,1984,9999,4,4000,0,5000,0,0,0,0,0,2,8888,1,8888,8888,8888,8888,8888,200,9000,0,0,0,2000,7000,0,200000,120000,8888,8888,1,1,1,2,9999,9999,0,1,2,8888,9999,9999,5,9999,9999,.074841023968694,.13012840588788,.0897295986419304,.285424386800776,.154032202335706,.208590284539652,.393887925892791,.60906862745098,.294385432473445,.170728281090279,.047071129707113,.0522286026797922,.086681297994483,.0821078431372549,.165402124430956,.314134116608783,.462866108786611,.403336067815149,.519430776112726,.308823529411765,.540212443095599,.515137602300938,.490062761506276,.544435329505059,.906907404339904,.864466615502686,.810794638583054,.813128223057425,.637744990090289,.600083171610757,.826600416908356,.793876824492702,.581154262726288,.448694563989104,.31623486525192,.245897654065881,.106468946385287,.134033463866145,.325390685440198,.419042172559964,.512693659679729,.505652121064787,.0669306367063576,.0720897116411534,.0934550518335139,.132263263450932,.17107147506835,.248450224869333,.574610684013404,.471935124821116,.275620526876808,.359258602341256,.153376076938489,.163038765068077,.00256258624088311,.000477023374145333,.0243642454697731,.0208407236608727,.00861550791424564,.0157835400225479,.584960105222894,.579625597629683,.335934291581109,.268284258699594,.156415315582546,.149705261725745,.225667351129363,.266729988774717,326,54,.0148726376335251,.0211611502984265,.051623396180953,.205854004971339,.44557723338712,.604233385183152,13.3630555025749,6.16627537632924,93.0627459101263,94.3031395107076,31.8579159150826,9999,150,5,0,0,0,5,0,2,8888,8888,9999,7,20,1,9,8,2,9999,4,9999,95,9999,9999,9999,9999,9999,1,1,1974,0,9999,2,8888,2,2,1,2,1,7,1,4,1,9999,1,4,3,2,1,1,1,3,9999,8888,8888,2,2,2,2,2,1,2, ,1,1,1,1,1,8888,1,1,1,2.4453,8888,64000,3000,.736012350299401,.254967825488688,.267828623012291,.492326921741546,.237900145823207,.144828475625484,.197575444931648,.655790559711117,.27352862133835,.0224670787422736,.2518,.4408,.702706802765317,6.6749733001068,8.65612830528531,6.31422951840931,10.2353931624521,7.96397580806574,3.87289169458376,7.74132132240911,3.8684309130433,13.5317085727587,7.72795053882724,1.93087468623286,17.0357203003514,3.71117889604986,1.81905485945047,1.78323959818395,8.74064750716733,6.8333689569497,5.00838159410323,4.89439130248066,7.9716590318659,6.23217986071078,6.09033603623001,1.48793014094636,4.36219497479245,7.30555626404273,4.31350558598973
137,11000,14000,18000,28000,39000,50000,1000,1000,1000,1000,1000,1000,3,4,11336,1041,9999,1,1935,8888,9999,4,750000,0,60000,400000,0,0,0,13000,1,8888,2,1,8888,8888,8888,3,3500,8000,0,0,0,9999,20445,0,2500,4000,8888,8888,1,2,1,1,0,9999,9999,8888,2,2,9999,9999,9999,9999,9999,.135407905803196,.120445579020654,.150512070226774,.209384164222874,.209894591059475,.33670424403183,.33584503165428,.564547206165703,.31441717791411,.179006428463228,.0435956790123457,.0216143194866599,.125894577484173,.0732177263969171,.214723926380368,.295440666893888,.376157407407407,.426038500506586,.538260390861547,.36223506743738,.470858895705521,.525552904642884,.580246913580247,.552347180006754,.93210586881473,.847800237812128,.737752161383285,.764726968574501,.709609971853639,.720681148083519,.826133344788422,.830546897137999,.64089121887287,.412976532366977,.185061845861085,.130124009645195,.103900520541333,.0906772456786625,.245085190039318,.39811347989121,.551141769743102,.540303134688254,.0699661346702458,.0787758571833381,.114023591087811,.188909987741812,.263796384395813,.329572855666552,.614140773620799,.423020167240531,.327189988623436,.303803997421019,.226293883460007,.183796856106409,.00221940393151554,.00639449090014757,.0448236632536974,.0343004513217279,.0185486789721317,.0267749179478321,.692745592308588,.470042787290851,.267030965391621,.144881331916401,.0865283743442104,.180414138902099,.265664845173042,.371000118077695,293,70,.0355672298736334,.044867277425417,.106471816283925,.298023053641574,.567848680775872,.71197834817531,7.70686981114862,3.74278319729245,98.7445197289757,98.5295096147448,5.56,15000000,1,0,41,14,0,12,0,1,9999,9999,9999,9999,16,20,16,0,4,9999,12,9999,90,9999,9999,9999,9999,9999,1,1,9999,6,9999,1,9999,2,2,1,2,2,1,2,8888,0,9999,0,1,0,2,2,2,1,12,23,12,26,2,1,1,2,2,2,2, ,1,1,1,1,1,8888,1,1,1,2.7097,8888,63000,1000,.742489270386266,.357649889713254,.153490165831084,.453785833654711,.381861421776578,.0326850040280815,.298883645989182,.659684658763954,.279705702023299,.0225628448804414,.1226,.5784,.795636622251972,5.1566327188346,4.98845086294402,0,11.6709095968218,6.77416006421708,6.55322309355818,12.8788794290028,10.5460532536678,4.14517700272841,4.07320444213873,4.0024815385539,3.92743612539276,0,7.56308031687144,1.85531866728233,1.82053195943855,5.3069407715646,1.71888833596017,1.6702148593768,3.24583932315159,0,4.59692728054614,4.46675685140064,4.34027243675783,1.38265098764024,2.67587166519494
138,7000,8000,11000,17000,22000,28000,2000,2000,1000,1000,4000,5000,3,3,24271,14927,9999,1,1942,1981,9999,2,10000,1000,2000,0,0,0,0,0,3,2,1,8888,8888,8888,8888,8888,4000,10000,0,0,0,0,12550,0,20000,2500,8888,8888,1,1,1,2,9999,9999,0,1,1,8888,32,27,5,9999,9999,.103688524590164,.124856376867101,.114649681528662,.213740458015267,.176843774781919,.312403549382716,9999,.539877300613497,.189189189189189,.136699857752489,.0842105263157895,.0416533162447933,9999,.0613496932515337,.324324324324324,.34151438888281,.358704453441296,.390259532201218,9999,.398773006134969,.486486486486487,.521785753364701,.557085020242915,.568087151553989,.902319357716325,.751947040498442,.768115942028985,.794550958627649,.667578659370725,.728878558977339,9999,.730109204368175,.503279405334499,.414124327513498,.324969249692497,.212741184298071,9999,.128445137805512,.369916921731526,.39283053958655,.415744157441574,.418829008649368,9999,.141445657826313,.126803672933975,.193045132899952,.259286592865929,.368429807052562,.536664856056491,.336961451247166,.267753201396973,.301789755194404,.252574424265119,.237511251125113,.00162954915806627,.00589569160997732,.0795498641831587,.0353836659123637,.017974162141921,.0273402340234023,.620855893939667,.351645240763933,.287850113550341,.258193534051772,.127403337912897,.200929056112484,.256813020439061,.297855793800689,149,44,.0304357112345152,.0449893801892257,.107951070336391,.255015839493136,.481426343399972,.648362693752314,10.6937315290092,4.39079169006176,99.0680440152706,97.5140607424072,8.10780333784393,9999,19,0,8,6,0,4,0,0,9999,9999,9999,4,2,2,2,1,0,8888,0,1970,90,1950,1975,1980,1960,9999,1,2,9999,9999,9999,1,9999,2,2,1,2,2,9,2,8888,2,9999,0,1,0,2,2,2,1,5,9999,8888,8888,2,2,1,2,2,2,2, ,1,2,2,1,1,8888,2,2,2,3.7623,8888,38000,6000,.771235298639404,.309724451578384,.220522052205221,.390076507650765,.385238523852385,.0717774474410703,.208324485028669,.707368868124867,.272613711514439,.0100668675141451,.1573,.5314,.741087375866257,4.5747746923464,0,4.29429538126645,0,4.03101224906619,0,19.236880986833,0,7.46747053088731,3.67817980621864,3.62345097470831,10.3819925003515,9.91557210972812,3.15670202548273,3.01488433569366,2.87943793371534,0,0,0,8.01739246908638,2.62308842431078,2.57462494506171,0,2.48036763821644,4.99127442441576,2.46475401754905
139,11000,14000,18000,28000,39000,50000,1000,1000,1000,1000,1000,1000,3,4,11336,1041,9999,1,1935,8888,9999,4,750000,0,60000,400000,0,0,0,13000,1,8888,2,1,8888,8888,8888,3,3500,8000,0,0,0,9999,20445,0,2500,4000,8888,8888,1,2,1,1,0,9999,9999,8888,2,2,9999,9999,9999,9999,9999,.135407905803196,.120445579020654,.150512070226774,.209384164222874,.209894591059475,.33670424403183,.33584503165428,.564547206165703,.31441717791411,.179006428463228,.0435956790123457,.0216143194866599,.125894577484173,.0732177263969171,.214723926380368,.295440666893888,.376157407407407,.426038500506586,.538260390861547,.36223506743738,.470858895705521,.525552904642884,.580246913580247,.552347180006754,.93210586881473,.847800237812128,.737752161383285,.764726968574501,.709609971853639,.720681148083519,.826133344788422,.830546897137999,.64089121887287,.412976532366977,.185061845861085,.130124009645195,.103900520541333,.0906772456786625,.245085190039318,.39811347989121,.551141769743102,.540303134688254,.0699661346702458,.0787758571833381,.114023591087811,.188909987741812,.263796384395813,.329572855666552,.614140773620799,.423020167240531,.327189988623436,.303803997421019,.226293883460007,.183796856106409,.00221940393151554,.00639449090014757,.0448236632536974,.0343004513217279,.0185486789721317,.0267749179478321,.692745592308588,.510785438545735,.267030965391621,.144881331916401,.0865283743442104,.180414138902099,.265664845173042,.371000118077695,293,70,.0355672298736334,.044867277425417,.106471816283925,.298023053641574,.567848680775872,.71197834817531,7.70686981114862,3.74278319729245,98.7445197289757,98.5295096147448,5.56,15000000,2,1,41,15,0,12,0,1,9999,9999,9999,9999,16,20,16,0,4,9999,12,9999,75,9999,9999,9999,9999,9999,2,1,1927,0,20,1,9999,2,2,2,2,2,3,2,8888,0,9999,0,2,1,2,1,2,1,5,26,8888,8888,2,2,1,1,2,1,2, ,8888,2,2,2,8888,8888,2,1,2,3.8874,8888,63000,2000,.742489270386266,.357649889713254,.153490165831084,.453785833654711,.381861421776578,.0326850040280815,.298883645989182,.659684658763954,.279705702023299,.0225628448804414,.1226,.5784,.795636622251972,5.1566327188346,4.98845086294402,0,11.6709095968218,6.77416006421708,6.55322309355818,12.8788794290028,10.5460532536678,4.14517700272841,4.07320444213873,4.0024815385539,3.92743612539276,0,7.56308031687144,1.85531866728233,1.82053195943855,5.3069407715646,1.71888833596017,1.6702148593768,3.24583932315159,0,4.59692728054614,4.46675685140064,4.34027243675783,1.38265098764024,1.33793583259747
140,16000,22000,30000,39000,57000,69000,3000,5000,5000,8000,12000,14000,2,3,25287,7652,9999,1,1938,1963,9999,4,1395,0,350,50,0,75,5,2280,3,8888,3,3,8888,2,3,3,0,1855,4500,0,0,2800,1485,0,8888,100000,120000,8888,1,1,2,2,9999,0,0,1,8888,8888,34,25,9,9999,9999,.0523443815683104,.0943621953043218,.0805145307289185,.233986817644076,.0896984371560643,.184349041861995,.385338252773376,.692551505546751,.469662921348315,.246667902567988,.0236728837876614,.0692271218587008,.07993264659271,.03486529318542,.11685393258427,.108283494269179,.099713055954089,.0905642484589853,.534729100633914,.272583201267829,.413483146067416,.645048603162833,.87661406025825,.840208629682314,.873158231902627,.802981404641156,.800491170623319,.735921536575398,.646601191789892,.651218790925605,.87123245801644,.860095693779904,.861862323294407,.686508796910504,.511155270526601,.396952302856362,.0598161874252599,.0711961722488038,.0623847572218808,.139944975485658,.217505193749435,.222632226322263,.0689513545583002,.0687081339712919,.0757529194837124,.173546227603838,.271339535723964,.380415470821375,.623638344226579,.455800139762404,.484636446607849,.307613931085587,.19853539462978,.173061819813755,.00299564270152505,.000524109014675052,.0307271067843018,.0431641348647647,.0113913751017087,.0131268933019185,.829739729263367,.582307635890322,.446842525979217,.466125826035567,.0821086356944959,.204881809700131,.247002398081535,.315854510288508,392,60,.027307652372547,.0296346824314082,.102620087336245,.359000702968691,.527295562377896,.678468056545996,7.59842239909039,6.46450158795205,88.961038961039,99.1350632069195,4.87667299112866,9999,80,100,64,35,3,1,0,0,1952,1970,9999,95,60,1,47,1,2,1990,12,9999,95,9999,9999,9999,9999,8888,1,2,1980,0,25,1,2010,1,2,1,1,1,50,1,9999,4,35000,2,2,50,1,1,1,1,10,13,12,12,2,1,1,2,2,2,2, ,1,2,2,2,2,2,2,1,2,5.8877,8888,83000,16000,.727836144897756,.199545687228052,.20814353960671,.311909787801355,.478780135540495,.0535426140531025,.0594102977849494,.884993398855802,.217730911931263,.0165592657684046,.5418,.141,.779025668571056,3.49344978165939,1.70671785174122,3.33525427014272,3.25886350668813,6.36844479912424,10.8895180610435,3.069792385782,0,1.49422427482421,4.42288280306112,4.36389026270619,0,2.84070527428272,2.80703601937716,4.16064874033983,2.74088996697228,4.00334636041486,3.89819420567032,1.26526799474386,3.69610315097955,4.79869475502663,3.50448894588406,4.549919749725,2.21520563147139,1.1566561208025,4.5845797659572
141,25000,39000,71000,94000,136000,159000,3000,5000,7000,12000,22000,25000,2,1,153643,18449,9999,1,9999,9999,9999,1,1003,0,92,80,0,300,3800,19355,3,8888,3,1,8888,3,1,3,1000,50000,70000,3000,1000,0,200000,0,150000,80000,60000,200000,1,2,2,2,0,0,0,8888,8888,8888,15,7,8,9999,9999,.0670289855072464,.0816498316498317,.105227320343599,.19450184501845,.0814608153621877,.163136933784941,.394605116796441,.649425287356322,.478382147838215,.287632681129021,.0968832144198273,.120622568093385,.0617723396366333,.0482758620689655,.095536959553696,.0939569889769982,.0923770184003004,.0857210234642141,.543622543566926,.302298850574713,.426080892608089,.618410329893981,.810739767179872,.793656408442401,.906363514058926,.656099060331958,.80655930871956,.790160607439029,.725052354746019,.714013804241247,.587598912795352,.297446169253881,.756447906026558,.691497495614176,.626547085201794,.570412754846953,.180760668679874,.321982974461693,.130043411644535,.150689867257245,.171336322869955,.170934948058441,.231640418524774,.380570856284427,.113508682328907,.157812637128579,.202116591928251,.258652297094606,.652372108728685,.503550440744368,.49895665653133,.288121414913958,.295819311415998,.253094509975244,.00303900050650008,.00330558276199804,.0487688547069695,.0495140216698534,.0168586590732591,.0170622785301684,.663365181875743,.488642158156376,.532852082080075,.545469052775561,.150218972877977,.258379048932611,.191765256333133,.20332839393594,906,127,.0399069067013485,.0401739209203315,.0922499873282984,.258464191703731,.433206325742612,.559092854086436,9.90216601871235,6.99637260247991,50.5497369792901,96.8318940021294,6.55336925304408,9999,7,10,6,5,0,4,0,0,1979,1981,1990,130,20,3,131,3,4,1991,1,9999,90,9999,9999,9999,9999,9999,1,2,9999,9999,2,1,9999,1,1,1,1,1,9,1,20,1,9999,4,200,120,1,1,1,1,7,16,5,1,2,1,1,2,2,1,2, ,1,2,2,2,2,2,2,2,2,4.5306,8888,179000,27000,.752109071376663,.158819789269711,.402077302046828,.242673574076896,.350474884453248,.0760308495779438,.0665573571385195,.849942308860145,.209262307347,.0438986981894359,.2211,.4238,.703326010714148,13.2703238696264,10.7733184612239,13.2941649010956,17.7227058825841,21.2498506603906,16.1731693589603,16.7344560388849,12.1667610651719,12.1048135853052,13.3108848303235,11.3512388615969,7.52167371891888,10.5911874003655,7.43086658578583,9.84783327856689,10.399970635377,7.20674255764385,8.25392215230356,12.7329661394686,14.2043538479196,20.0797612739493,13.6889653340303,11.8257274741798,14.2476592625315,19.8018635309949,22.7763888300352
142,16000,22000,30000,39000,57000,69000,1000,1000,1000,1000,3000,3000,3,3,25287,7652,9999,1,1938,1965,9999,4,1395,0,350,50,0,75,5,2280,3,8888,3,3,8888,2,3,3,0,1855,4500,0,0,2800,1485,0,8888,100000,120000,8888,2,2,1,1,0,9999,9999,8888,2,1,35,26,9,9999,9999,.0523443815683104,.0943621953043218,.0805241215008934,.233986817644076,.0896984371560643,.184349041861995,.385338252773376,.692551505546751,.469662921348315,.246667902567988,.0236728837876614,.0692271218587008,.07993264659271,.03486529318542,.11685393258427,.108283494269179,.099713055954089,.0905642484589853,.534729100633914,.272583201267829,.413483146067416,.645048603162833,.87661406025825,.840208629682314,.873158231902627,.802981404641156,.800491170623319,.735921536575398,.646601191789892,.651218790925605,.87123245801644,.860095693779904,.861862323294407,.686508796910504,.511155270526601,.396952302856362,.0598161874252599,.0711961722488038,.0623847572218808,.139944975485658,.217505193749435,.222632226322263,.0689513545583002,.0687081339712919,.0757529194837124,.173546227603838,.271339535723964,.380415470821375,.623638344226579,.455800139762404,.484636446607849,.307613931085587,.19853539462978,.173061819813755,.00299564270152505,.000524109014675052,.0307271067843018,.0431641348647647,.0113913751017087,.0131268933019185,.829739729263367,.582307635890322,.499625683846818,.466125826035567,.0821086356944959,.204881809700131,.338554563777714,.315854510288508,392,60,.027307652372547,.0296346824314082,.102626143405134,.359000702968691,.527295562377896,.678468056545996,7.59842239909039,6.46450158795205,88.961038961039,99.1350632069195,4.87667299112866,9999,80,100,64,35,3,1,0,0,1952,1970,9999,95,60,1,47,1,2,1990,12,9999,100,9999,9999,9999,9999,9999,2,2,1980,0,25,1,2010,1,2,1,2,1,1,1,6,0,500,0,1,0,2,1,2,1,8,28,12,12,2,1,1,1,1,1,1, ,2,2,2,2,2,8888,2,1,2,3.1655,8888,83000,4000,.727836144897756,.199545687228052,.20814353960671,.311909787801355,.478780135540495,.0535426140531025,.0594102977849494,.884993398855802,.217730911931263,.0165592657684046,.5418,.141,.779025668571056,3.49344978165939,1.70671785174122,3.33525427014272,3.25886350668813,6.36844479912424,10.8895180610435,3.069792385782,0,1.49422427482421,4.42288280306112,4.36389026270619,0,2.84070527428272,2.80703601937716,4.16064874033983,2.74088996697228,4.00334636041486,3.89819420567032,1.26526799474386,3.69610315097955,4.79869475502663,3.50448894588406,4.549919749725,2.21520563147139,1.1566561208025,4.5845797659572
143,17000,23000,30000,41000,58000,71000,1000,1000,1000,1000,1000,1000,3,4,7008,5557,9999,1,1940,8888,4,2,4400,40,30,40,10,10,10,25,2,2,2,2,2,2,2,1,0,420,0,0,0,0,420,0,8888,150000,8888,8888,1,1,1,1,9999,9999,9999,1,2,2,30,9999,9999,9999,9999,.0955390334572491,.11894405279736,.0868680013573125,.124463854012322,.108662890401705,.192964204523562,.330276448697501,.52020202020202,.291118421052632,.163685256259723,.0362520914668154,.0414833438089252,.0685473152578416,.0669191919191919,.141447368421053,.15047828543752,.159509202453988,.132201969411272,.601176236044657,.412878787878788,.567434210526316,.685836458302756,.804238706079197,.826314686779803,.876902330957426,.754615038271049,.708759954493743,.736431690580162,.691034771679933,.676744559543885,.789024436660192,.732803180914513,.71869697997964,.556405351754036,.394113723528431,.29077925331997,.082848029880703,.111133200795229,.115710892432983,.212891297475454,.310071702517926,.331370583813581,.128127533459105,.156063618290258,.165592127587377,.23070335077051,.295814573953643,.37785016286645,.478691545726791,.341041482789056,.324901806755695,.282744485652938,.219687277896233,.209246211755622,.00437687168855103,.00458958517210944,.0766692851531815,.0566074565684169,.0191186922530206,.018337998262716,.643428323226596,.391136349799641,.338028169014085,.337958075705022,.147490958555658,.293163964034646,.361115144475098,.37495601467853,419,35,.0621038690757733,.0790697674418605,.207872497305882,.390624343073366,.603692097016301,.716559122758402,4.66052449849253,3.15441002601088,90.8630402878379,99.5070389154856,2.6354527755354,9999,80,120,26,12,7,9,1,0,9999,9999,9999,26,9,12,43,21,3,1996,6,1960,100,9999,2001,2000,1970,9999,1,2,1988,0,6,1,1988,1,2,1,1,1,2,2,8888,0,9999,1,1,1,1,1,2,1,7,15,12,12,2,2,2,1,1,1,1, ,1,2,2,2,2,2,2,2,2,3.5737,8888,87000,1000,.724732765794022,.218781462610977,.324519830381641,.270541282115241,.375604888999751,.0249560070388738,.105263157894737,.842745160774276,.201482867837604,.0265980420385834,.1689,.4737,.812774953753362,22.2591305241169,6.69845226864533,8.18906110948456,8.00910051042995,10.9663325477723,4.59657402016364,3.01521249115144,4.45024690901464,8.75767909528279,1.43619265597361,2.82629585665027,2.76812147524886,1.35557225612174,2.65534032086044,5.20136952327388,1.27357709598951,3.74643162588231,6.1226280475022,3.6021387983355,2.35472665619417,5.77233895174325,1.13201748954303,5.55001883701022,5.44209067010131,4.31172231738605,7.41721854304636
144,53000,57000,64000,78000,92000,119000,1000,1000,2000,3000,3000,4000,3,3,67167,137722,9999,1,9999,9999,9999,5,18380,80,70,185,0,100,0,5520,3,3,1,1,8888,3,8888,3,9999,5000,0,0,0,9999,9999,0,9999,9999,8888,8888,1,1,1,1,9999,9999,9999,3,1,2,200,50,150,5205,5807032,.0786530513007537,.120826978478224,.108600508905852,.246453969611005,.190650694423059,.339272760246645,.3750801309086,.504672897196262,.148148148148148,.111530821478918,.0749134948096886,.0937431394072448,.143207429400452,.127570093457944,.374183006535948,.33017108804306,.286159169550173,.342773508964508,.481712439690948,.367757009345794,.477668845315904,.558298090478021,.638927335640138,.563483351628247,.920545642617016,.843435225618632,.704602057390363,.783260069973984,.739942788861933,.773737949621644,.764920857241512,.718637992831541,.609615066908971,.47719597158836,.344776876267749,.29171961397122,.113306135634012,.135993934381031,.18255410540228,.247032630794446,.311511156186613,.325514304358279,.121773007124476,.145368072787428,.207830827688749,.275771397617194,.343711967545639,.382766081670502,.533926243962279,.288925843803893,.192419607550548,.221653084982538,.214153433941448,.166290114348949,.00835697308901326,.00806848977580685,.1104976497799,.0674272409778813,.0330194255092793,.0438260789376614,.437240774432612,.523837945333997,.255064749344562,.150671921743673,.258252879165363,.21187586775777,.375625645507269,.583218576380645,781,263,.050172305764411,.0718217787717186,.147729359603327,.370465025834769,.491936984956935,.614105414039819,6.55006380628626,.707644004347301,72.9337573164347,78.9911709364597,1.31623436216973,9999,60,6,35,15,6,15,0,1,1960,1970,1970,9999,10,3,39,10,4,9999,30,9999,100,1960,9999,9999,9999,9999,1,2,1983,0,0,1,9999,1,2,1,2,2,3,1,8,0,850,2,1,1,1,1,2,1,6,12,12,12,2,1,1,1,2,1,1, ,1,2,1,2,1,8888,2,1,1,3.5545,8888,136000,4000,.78616999382589,.376888603142787,.229078114004222,.329289232934553,.433863476425053,.0952602952602953,.195182595182595,.700543900543901,.176355358859485,.0409010937188254,.1719,.069,.73461436287966,3.24692894637156,1.04654327612295,5.05979425584025,2.93555194463947,9.46180898970778,6.40439158279963,4.49594313665534,7.06987539968827,5.21127498806984,7.6825645335927,.838947288941836,4.14432544825884,7.37013649497541,4.04531364430314,1.59867934524659,5.52813425468904,3.89195791326817,3.06885035436664,1.51238828684877,1.49066788280683,3.67314854947364,7.96487129793408,8.56416276724012,14.0686119775663,7.8422117166843,11.3216625861508
145,6000,7000,6000,6000,5000,6000,6000,2000,2000,2000,4000,4000,2,3,12060,20433,9999,1,9999,9999,9999,6,1000,0,0,0,0,200,0,0,3,8888,8888,8888,8888,3,8888,8888,9999,1000,0,0,0,9999,9999,0,9999,9999,8888,8888,2,1,2,2,9999,0,0,1,8888,8888,60,5,55,217,63947,.0468193384223919,.0752366716492277,.0411861614497529,.203937405350833,.135543637250122,.305676855895197,.48198059448637,.847682119205298,.208333333333333,.155606995884774,.102880658436214,.132267441860465,.024872940089327,.0264900662251656,.194444444444444,.220679012345679,.246913580246914,.356104651162791,.493146465424303,.125827814569536,.597222222222222,.623713991769547,.650205761316872,.511627906976744,.891864057672503,.812127236580517,.552447552447552,.745505617977528,.679754601226994,.760606060606061,.904569890444576,.881272949816401,.750830564784053,.640372547349292,.52991452991453,.485274431057564,.0355817424730639,.0477356181150551,.121816168327796,.181515871438352,.241215574548908,.266398929049531,.0598483670823605,.0709914320685435,.127353266888151,.178111581212356,.228869895536562,.248326639892905,.794786096256685,.262507026419337,.199789695057834,.342034805890228,.308157099697885,.294847328244275,.0240641711229947,.0342889263631254,.128286014721346,.0595716198125837,.0279456193353474,.0176526717557252,1.22839728432548,.657001108919004,.347417840375587,.216890595009597,.23152186726394,.161551904162701,.2660406885759,.480326295585413,32,8,.037112874328129,.0649415277432197,.145320893412496,.310517529215359,.49560680944536,.584626234132581,6.61437354250583,.307692307692308,68.2755594559017,73.471183457985,3.99473222124671,9999,5,0,25,5,0,1,0,0,1970,1980,1995,6,2,1,2,1,1,1976,2,1930,99,1930,1960,1980,1930,1930,2,1,9999,0,0,1,9999,1,2,1,2,1,4,1,2,0,755,4,2,1,1,1,2,1,1,12,11,15,2,1,1,2,2,2,2, ,2,2,2,2,2,8888,2,2,2,4.098,8888,7000,4000,.787182587666264,.358607350096712,.406356413166856,.270147559591373,.323496027241771,.170212765957447,.219148936170213,.61063829787234,.263878875270368,.0129776496034607,.1719,.0163,.713164606631352,54.7445255474453,0,0,0,0,0,0,0,0,33.9109755895176,0,16.7316902900334,0,0,0,16.5234633179114,0,0,0,0,14.9142431021626,14.6117167660737,0,0,14.5356546534002,14.4425187752744
